city,cloudiness,country,date,humidity,lat,lon,main_temp,max_temp,pressure,timezone,visibility,wind.deg,wind_speed
Departamento de Maldonado,90.0,UY,1603590146.0,93.0,-34.67,-54.92,15.61,17.0,1013.0,-10800.0,10000.0,60.0,2.6
Qui Nhon,100.0,VN,1603589992.0,76.0,13.77,109.23,26.89,26.89,1012.0,25200.0,10000.0,166.0,3.79
La Santisima Trinidad,100.0,BO,1603589994.0,50.0,-14.83,-64.9,30.41,30.41,1004.0,-14400.0,10000.0,342.0,1.59
Macheng,56.0,CN,1603590160.0,67.0,31.18,115.03,15.56,15.56,1004.0,28800.0,10000.0,79.0,0.76
Pineville,90.0,US,1603590161.0,87.0,31.32,-92.43,13.12,13.33,1016.0,-18000.0,10000.0,40.0,2.6
Coahuayana Viejo,62.0,MX,1603590161.0,90.0,18.73,-103.68,27.07,27.07,1012.0,-18000.0,10000.0,290.0,1.1
Port Moresby,20.0,PG,1603590161.0,62.0,-9.44,147.18,32.0,32.0,1011.0,36000.0,10000.0,210.0,7.7
Tibú,100.0,CO,1603590161.0,95.0,8.64,-72.74,23.91,23.91,1012.0,-18000.0,10000.0,250.0,1.1
Bunia,97.0,CD,1603590161.0,89.0,1.57,30.25,17.47,17.47,1010.0,7200.0,10000.0,91.0,0.89
Umeå,66.0,SE,1603590161.0,92.0,63.83,20.26,-8.0,-8.0,1005.0,3600.0,10000.0,280.0,0.5
Avarua,37.0,CK,1603590162.0,69.0,-21.21,-159.78,25.0,25.0,1013.0,-36000.0,10000.0,110.0,6.7
Camacha,20.0,PT,1603589887.0,77.0,33.08,-16.33,17.0,17.0,1027.0,0.0,10000.0,340.0,2.1
Sehithwa,9.0,BW,1603590162.0,31.0,-20.47,22.72,23.62,23.62,1010.0,7200.0,10000.0,91.0,3.1
Tasiilaq,79.0,GL,1603590147.0,69.0,65.61,-37.64,1.0,1.0,1006.0,-10800.0,10000.0,90.0,2.6
Muscle Shoals,57.0,US,1603590163.0,87.0,34.74,-87.67,12.53,13.33,1015.0,-18000.0,10000.0,1.0,2.31
Zaria,53.0,NG,1603590163.0,30.0,11.11,7.72,22.38,22.38,1011.0,3600.0,10000.0,47.0,3.37
Santa Maria,0.0,BR,1603589928.0,87.0,-29.68,-53.81,20.37,20.37,1011.0,-10800.0,10000.0,102.0,3.01
Ust'-Kan,48.0,RU,1603590163.0,84.0,50.93,84.76,-10.16,-10.16,1039.0,25200.0,10000.0,186.0,2.13
Milovice,0.0,CZ,1603590163.0,93.0,50.23,14.89,8.21,8.89,1015.0,3600.0,10000.0,190.0,3.1
Raudeberg,100.0,NO,1603590163.0,88.0,61.99,5.14,8.89,8.89,986.0,3600.0,4714.0,101.0,7.46
Cavnic,100.0,RO,1603590164.0,100.0,47.67,23.87,12.11,12.22,1016.0,7200.0,5000.0,90.0,1.5
Castro,98.0,BR,1603590164.0,92.0,-24.79,-50.01,16.66,16.66,1013.0,-10800.0,10000.0,61.0,0.86
Paraúna,100.0,BR,1603590164.0,79.0,-16.95,-50.45,21.86,21.86,1012.0,-10800.0,10000.0,343.0,3.59
Tuatapere,100.0,NZ,1603590165.0,68.0,-46.13,167.68,17.0,17.0,1008.0,46800.0,10000.0,240.0,4.94
Sangar,0.0,RU,1603590165.0,94.0,63.92,127.47,-8.11,-8.11,1026.0,32400.0,10000.0,130.0,1.45
Lisala,100.0,CD,1603590165.0,98.0,2.15,21.52,21.57,21.57,1009.0,3600.0,10000.0,256.0,0.82
Gifford,75.0,US,1603589877.0,78.0,27.68,-80.41,25.79,27.0,1013.0,-14400.0,10000.0,110.0,5.1
Talnakh,75.0,RU,1603590165.0,92.0,69.49,88.4,-11.0,-11.0,1017.0,25200.0,6000.0,200.0,5.0
Manacapuru,0.0,BR,1603590165.0,94.0,-3.3,-60.62,25.0,25.0,1009.0,-14400.0,10000.0,211.0,2.76
Grand-Santi,94.0,GF,1603590166.0,97.0,4.25,-54.38,23.01,23.01,1011.0,-10800.0,10000.0,39.0,0.82
Lebu,0.0,CL,1603590166.0,81.0,-37.62,-73.65,9.24,9.24,1023.0,-10800.0,10000.0,203.0,1.84
Parakai,59.0,NZ,1603590166.0,70.0,-36.65,174.43,20.99,22.22,1024.0,46800.0,10000.0,34.0,0.89
Verāval,41.0,IN,1603590166.0,60.0,20.9,70.37,26.88,26.88,1011.0,19800.0,10000.0,26.0,2.22
Kembaran,98.0,ID,1603590166.0,79.0,-7.38,110.0,19.39,23.33,798.0,25200.0,10000.0,175.0,0.88
Almuñécar,0.0,ES,1603590166.0,61.0,36.73,-3.69,14.33,16.67,1022.0,3600.0,10000.0,347.0,1.34
Sayyan,0.0,YE,1603590166.0,44.0,15.17,44.32,8.47,8.47,1015.0,10800.0,10000.0,56.0,1.42
Kamenka,100.0,RU,1603590167.0,94.0,51.32,42.77,11.11,11.11,1006.0,10800.0,10000.0,176.0,3.69
Clyde River,90.0,CA,1603589885.0,79.0,70.47,-68.59,-7.0,-7.0,1007.0,-14400.0,10000.0,290.0,4.1
Samaná,82.0,DO,1603590167.0,85.0,19.21,-69.34,25.54,25.54,1015.0,-14400.0,10000.0,129.0,3.29
Diego de Almagro,74.0,CL,1603590167.0,63.0,-26.37,-70.05,11.14,11.14,1020.0,-10800.0,10000.0,177.0,0.65
Mossamedes,81.0,AO,1603590167.0,82.0,-15.2,12.15,19.75,19.75,1010.0,3600.0,10000.0,242.0,2.04
Karpogory,100.0,RU,1603590167.0,98.0,64.0,44.45,-1.8,-1.8,999.0,10800.0,8060.0,212.0,2.39
Machalí,100.0,CL,1603590167.0,76.0,-34.18,-70.67,12.11,12.11,1018.0,-10800.0,10000.0,249.0,1.38
Lagos,83.0,NG,1603589952.0,89.0,6.58,3.75,25.26,25.26,1010.0,3600.0,10000.0,243.0,1.96
Jumla,0.0,NP,1603590168.0,37.0,29.27,82.18,10.82,10.82,1020.0,20700.0,10000.0,99.0,1.87
Winneba,40.0,GH,1603590168.0,83.0,5.35,-0.62,27.0,27.0,1011.0,0.0,10000.0,230.0,5.1
Waterloo,90.0,CA,1603590107.0,82.0,43.47,-80.52,2.68,3.33,1023.0,-14400.0,10000.0,340.0,2.1
Portland,75.0,US,1603589837.0,49.0,45.52,-122.68,7.56,9.0,1024.0,-25200.0,10000.0,90.0,8.7
Samoylovka,100.0,RU,1603590168.0,93.0,51.18,43.71,11.33,11.33,1009.0,14400.0,10000.0,171.0,2.43
Stawell,92.0,AU,1603590169.0,63.0,-37.05,142.77,9.67,9.67,1021.0,39600.0,10000.0,160.0,9.11
Faro,0.0,PT,1603590169.0,87.0,37.02,-7.93,13.0,13.0,1024.0,0.0,10000.0,310.0,3.1
Mt. Pleasant,90.0,US,1603589969.0,100.0,32.79,-79.86,22.47,23.33,1015.0,-14400.0,10000.0,126.0,3.9
Teya,99.0,RU,1603590169.0,96.0,60.38,92.63,-3.69,-3.69,1023.0,25200.0,521.0,231.0,2.02
Cochrane,75.0,CA,1603590131.0,77.0,51.18,-114.47,-14.43,-13.0,1031.0,-21600.0,10000.0,300.0,1.5
Linxia Chengguanzhen,95.0,CN,1603590170.0,46.0,35.6,103.21,11.69,11.69,1018.0,28800.0,10000.0,347.0,1.86
Rawson,55.0,AR,1603590170.0,59.0,-43.3,-65.1,14.64,14.64,1006.0,-10800.0,10000.0,193.0,5.26
Ndago,44.0,TZ,1603590170.0,73.0,-4.6,34.35,17.85,17.85,1011.0,10800.0,10000.0,91.0,3.16
Bar Harbor,90.0,US,1603590170.0,66.0,44.39,-68.2,9.04,10.0,1013.0,-14400.0,10000.0,340.0,4.6
San Cristobal,21.0,VE,1603590170.0,83.0,7.77,-72.22,19.24,19.24,1013.0,-14400.0,10000.0,20.0,0.59
Dikson,42.0,RU,1603590171.0,92.0,73.51,80.55,-5.57,-5.57,1016.0,25200.0,10000.0,182.0,2.35
Yagodnoye,100.0,RU,1603590171.0,94.0,62.55,149.67,-0.49,-0.49,1016.0,39600.0,10000.0,338.0,1.54
Trairi,8.0,BR,1603590171.0,81.0,-3.28,-39.27,26.31,26.31,1010.0,-10800.0,10000.0,96.0,5.46
Kalmunai,100.0,LK,1603590171.0,70.0,7.42,81.82,27.6,27.6,1011.0,19800.0,10000.0,194.0,0.73
Carnarvon,90.0,AU,1603590172.0,83.0,-24.87,113.63,23.0,23.0,1011.0,28800.0,10000.0,220.0,7.7
Mehamn,99.0,NO,1603590172.0,80.0,71.04,27.85,2.72,2.72,1005.0,3600.0,10000.0,84.0,5.1
Ossora,100.0,RU,1603590011.0,77.0,59.24,163.07,5.43,5.43,1015.0,43200.0,10000.0,177.0,4.43
Formosa do Rio Preto,91.0,BR,1603590020.0,78.0,-11.05,-45.19,23.1,23.1,1011.0,-10800.0,10000.0,238.0,1.3
Ancud,20.0,CL,1603590172.0,93.0,-41.87,-73.82,5.14,7.22,1017.0,-10800.0,10000.0,330.0,2.1
Kaoma,94.0,ZM,1603590172.0,33.0,-14.78,24.8,17.38,17.38,1011.0,7200.0,10000.0,74.0,2.15
Venice,90.0,US,1603590095.0,69.0,27.1,-82.45,27.7,28.33,1012.0,-14400.0,10000.0,90.0,2.6
Sebastian,90.0,US,1603590173.0,71.0,35.17,-94.27,10.89,11.11,1017.0,-18000.0,10000.0,110.0,2.1
Tomatlán,13.0,MX,1603590173.0,92.0,19.93,-105.25,25.77,25.77,1012.0,-18000.0,10000.0,278.0,1.3
Vila Franca do Campo,75.0,PT,1603590173.0,93.0,37.72,-25.43,18.0,18.0,1025.0,-3600.0,10000.0,320.0,1.5
Kuito,76.0,AO,1603590174.0,72.0,-12.38,16.93,17.82,17.82,1012.0,3600.0,10000.0,306.0,2.27
Norman Wells,75.0,CA,1603590174.0,85.0,65.28,-126.83,-6.0,-6.0,1023.0,-21600.0,10000.0,70.0,2.1
Vilyuysk,87.0,RU,1603590174.0,92.0,63.76,121.62,-4.85,-4.85,1021.0,32400.0,10000.0,177.0,2.77
Jardim,1.0,BR,1603590174.0,85.0,-21.48,-56.14,23.63,23.63,1008.0,-14400.0,10000.0,125.0,0.88
Villazón,39.0,BO,1603590174.0,54.0,-22.09,-65.59,13.24,13.24,1014.0,-14400.0,10000.0,34.0,1.85
Debre Birhan,20.0,ET,1603590175.0,75.0,9.68,39.53,7.41,7.41,1015.0,10800.0,10000.0,100.0,1.8
Broome,90.0,US,1603590175.0,70.0,42.25,-75.83,4.0,6.11,1020.0,-14400.0,10000.0,340.0,5.1
Victor Harbor,20.0,AU,1603589977.0,53.0,-35.57,138.62,13.89,13.89,1023.0,37800.0,10000.0,273.0,0.45
Zhezkazgan,96.0,KZ,1603590175.0,65.0,47.8,67.71,2.43,2.43,1027.0,21600.0,10000.0,208.0,7.18
Yambio,95.0,SS,1603590175.0,95.0,4.57,28.4,20.34,20.34,1009.0,10800.0,10000.0,74.0,0.83
Gusau,100.0,NG,1603590175.0,26.0,12.16,6.66,24.36,24.36,1010.0,3600.0,10000.0,38.0,3.76
Balabac,100.0,PH,1603590175.0,79.0,7.99,117.06,27.81,27.81,1011.0,28800.0,10000.0,279.0,3.83
Bāntva,26.0,IN,1603590176.0,64.0,21.49,70.07,25.89,25.89,1010.0,19800.0,10000.0,26.0,1.86
Gopālpur,100.0,IN,1603590176.0,64.0,19.27,84.92,25.85,25.85,1011.0,19800.0,10000.0,321.0,2.76
Lompoc,90.0,US,1603590176.0,68.0,34.64,-120.46,16.83,18.0,1014.0,-25200.0,10000.0,300.0,2.6
Yulara,0.0,AU,1603590176.0,30.0,-25.24,130.99,21.0,21.0,1019.0,34200.0,10000.0,70.0,8.2
Vestmannaeyjar,100.0,IS,1603589953.0,68.0,63.44,-20.27,7.23,7.23,976.0,0.0,10000.0,9.0,11.19
Boyolangu,92.0,ID,1603590176.0,70.0,-8.12,111.89,28.57,28.57,1013.0,25200.0,10000.0,165.0,2.57
Rāwah,0.0,IQ,1603590177.0,34.0,34.48,41.91,16.92,16.92,1013.0,10800.0,10000.0,317.0,1.28
Guerrero Negro,0.0,MX,1603590177.0,83.0,27.98,-114.06,19.26,19.26,1013.0,-21600.0,10000.0,322.0,6.62
Mnogovershinnyy,100.0,RU,1603590177.0,99.0,53.94,139.92,3.08,3.08,1003.0,36000.0,1609.0,7.0,7.77
Kungurtug,100.0,RU,1603590092.0,90.0,50.6,97.52,-2.51,-2.51,1026.0,25200.0,10000.0,310.0,4.12
Kruisfontein,0.0,ZA,1603590177.0,90.0,-34.0,24.73,15.56,15.56,1013.0,7200.0,10000.0,255.0,2.61
Itaituba,95.0,BR,1603590177.0,86.0,-4.28,-55.98,24.58,24.58,1009.0,-10800.0,10000.0,230.0,0.58
Novi Bečej,100.0,RS,1603590178.0,97.0,45.6,20.14,13.92,13.92,1013.0,3600.0,9474.0,89.0,1.6
Kapoeta,0.0,SS,1603590178.0,74.0,4.77,33.59,24.63,24.63,1007.0,10800.0,10000.0,272.0,0.64
Payakumbuh,98.0,ID,1603590178.0,66.0,-0.22,100.63,26.78,26.78,1013.0,25200.0,10000.0,246.0,1.3
Oriximiná,73.0,BR,1603590178.0,48.0,-1.77,-55.87,27.37,27.37,1008.0,-10800.0,10000.0,118.0,0.82
Ketchikan,1.0,US,1603590178.0,47.0,55.34,-131.65,4.18,6.0,1035.0,-28800.0,10000.0,0.0,2.1
Ulladulla,90.0,AU,1603590181.0,76.0,-35.35,150.47,10.82,12.22,1015.0,39600.0,10000.0,190.0,5.7
Fort Nelson,40.0,CA,1603590029.0,49.0,58.81,-122.7,-3.0,-3.0,1031.0,-25200.0,10000.0,187.0,1.15
Zheleznodorozhnyy,75.0,RU,1603590181.0,87.0,55.75,38.0,7.73,8.0,1008.0,10800.0,10000.0,330.0,2.0
Sabha,0.0,LY,1603590181.0,32.0,27.04,14.43,17.51,17.51,1019.0,7200.0,10000.0,113.0,3.25
Asău,100.0,RO,1603589920.0,98.0,46.43,26.4,11.11,11.11,1016.0,7200.0,10000.0,48.0,0.87
Aswān,0.0,EG,1603590182.0,35.0,24.09,32.91,21.87,21.87,1011.0,7200.0,10000.0,346.0,6.08
Tambura,95.0,SS,1603590142.0,93.0,5.6,27.47,21.26,21.26,1008.0,10800.0,10000.0,30.0,0.32
Lukulu,81.0,ZM,1603590182.0,28.0,-14.37,23.24,19.6,19.6,1010.0,7200.0,10000.0,101.0,2.86
Collie,11.0,AU,1603590182.0,32.0,-33.37,116.15,22.41,26.11,1008.0,28800.0,10000.0,38.0,3.71
Livingston,0.0,GB,1603589944.0,81.0,55.9,-3.52,6.48,7.0,984.0,0.0,10000.0,190.0,4.6
Xuchang,6.0,CN,1603590182.0,44.0,34.02,113.82,15.0,15.0,1021.0,28800.0,7000.0,200.0,2.0
Aklavik,40.0,CA,1603590183.0,62.0,68.22,-135.01,-4.0,-4.0,1016.0,-21600.0,10000.0,140.0,2.6
Naze,40.0,JP,1603590183.0,53.0,28.37,129.48,24.02,25.0,1019.0,32400.0,10000.0,30.0,6.2
Mexico,75.0,PH,1603590183.0,83.0,15.06,120.72,28.0,28.0,1010.0,28800.0,7000.0,350.0,4.1
Adrar,95.0,MR,1603590015.0,13.0,20.5,-10.07,30.43,30.43,1014.0,0.0,10000.0,67.0,3.11
Vestmanna,96.0,FO,1603590183.0,87.0,62.16,-7.17,7.0,7.0,976.0,0.0,10000.0,130.0,7.7
Havre-St-Pierre,1.0,CA,1603590183.0,86.0,50.23,-63.6,3.0,3.0,1007.0,-14400.0,10000.0,310.0,3.1
Sur,0.0,OM,1603590184.0,50.0,22.57,59.53,24.99,24.99,1013.0,14400.0,10000.0,4.0,5.62
Ocampo,0.0,MX,1603590184.0,62.0,21.65,-101.5,14.21,14.21,1018.0,-18000.0,10000.0,99.0,4.07
Paradise Valley,1.0,US,1603590184.0,26.0,33.53,-111.94,26.16,28.0,1011.0,-25200.0,10000.0,270.0,2.47
Kasongo,100.0,CD,1603590184.0,95.0,-4.45,26.67,20.2,20.2,1007.0,7200.0,10000.0,30.0,0.94
Río Gallegos,90.0,AR,1603590184.0,93.0,-51.62,-69.22,7.0,7.0,1007.0,-10800.0,7000.0,30.0,3.1
Kavieng,47.0,PG,1603590185.0,68.0,-2.57,150.8,29.23,29.23,1009.0,36000.0,10000.0,70.0,1.32
Huicheng,0.0,CN,1603590185.0,56.0,23.04,116.29,23.0,23.0,1018.0,28800.0,10000.0,70.0,2.0
Härnösand,100.0,SE,1603590185.0,92.0,62.63,17.94,-2.49,-2.0,1005.0,3600.0,10000.0,310.0,2.1
Chokurdakh,43.0,RU,1603590185.0,97.0,70.63,147.92,-9.97,-9.97,1017.0,39600.0,10000.0,223.0,3.32
Yining,99.0,CN,1603590185.0,64.0,29.04,114.56,15.5,15.5,1020.0,28800.0,10000.0,210.0,0.4
Narsaq,100.0,GL,1603590185.0,68.0,60.92,-46.05,-3.0,-3.0,1008.0,-10800.0,10000.0,0.0,0.5
Lufilufi,75.0,WS,1603590186.0,88.0,-13.87,-171.6,27.89,28.0,1008.0,50400.0,10000.0,90.0,3.6
Yinchuan,99.0,CN,1603590186.0,39.0,38.47,106.27,13.22,13.22,1020.0,28800.0,10000.0,319.0,0.58
Saint-Augustin,100.0,CA,1603590184.0,93.0,51.23,-58.65,8.04,8.04,1004.0,-14400.0,10000.0,234.0,7.06
Les Cayes,100.0,HT,1603590186.0,84.0,18.2,-73.75,26.61,26.61,1013.0,-14400.0,10000.0,92.0,3.47
Shenjiamen,2.0,CN,1603590186.0,57.0,29.96,122.3,18.22,18.22,1022.0,28800.0,10000.0,94.0,2.49
Safford,1.0,US,1603590186.0,22.0,32.83,-109.71,26.0,26.0,1013.0,-25200.0,10000.0,290.0,1.5
Lake Cowichan,20.0,CA,1603590186.0,60.0,48.83,-124.05,4.19,6.0,1029.0,-25200.0,10000.0,300.0,1.0
Zyryanka,0.0,RU,1603590187.0,94.0,65.75,150.85,-6.1,-6.1,1019.0,39600.0,10000.0,354.0,3.38
Severo-Kuril'sk,100.0,RU,1603590187.0,90.0,50.68,156.12,8.96,8.96,992.0,39600.0,10000.0,72.0,1.69
Caohai,99.0,CN,1603590187.0,84.0,26.87,104.28,11.68,11.68,1017.0,28800.0,10000.0,140.0,2.14
Mudgee,90.0,AU,1603590183.0,100.0,-32.59,149.59,13.96,14.0,1011.0,39600.0,5000.0,140.0,3.6
Oni,52.0,GE,1603590187.0,36.0,42.58,43.44,11.77,11.77,1019.0,14400.0,10000.0,45.0,2.05
Avera,75.0,US,1603590187.0,88.0,33.19,-82.53,21.89,23.0,1014.0,-14400.0,10000.0,140.0,3.1
Diapaga,63.0,BF,1603590188.0,27.0,12.07,1.79,26.23,26.23,1010.0,0.0,10000.0,77.0,1.41
Yazoo City,90.0,US,1603590188.0,100.0,32.86,-90.41,12.09,12.22,1016.0,-18000.0,10000.0,334.0,2.48
Chui,9.0,UY,1603590188.0,97.0,-33.7,-53.46,16.37,16.37,1013.0,-10800.0,10000.0,75.0,1.83
Bucine,66.0,IT,1603590188.0,94.0,43.48,11.61,12.02,12.22,1014.0,3600.0,10000.0,284.0,0.77
Vanimo,63.0,PG,1603590188.0,72.0,-2.67,141.3,28.86,28.86,1010.0,36000.0,10000.0,63.0,1.32
Prince Rupert,1.0,CA,1603590189.0,59.0,54.32,-130.32,3.0,3.0,1034.0,-25200.0,10000.0,67.0,1.55
Houma,1.0,US,1603590006.0,88.0,29.6,-90.72,19.64,20.0,1014.0,-18000.0,10000.0,350.0,2.6
Tacuarembó,0.0,UY,1603590189.0,95.0,-31.73,-55.98,19.41,19.41,1011.0,-10800.0,10000.0,95.0,2.75
North Bend,1.0,US,1603590189.0,76.0,43.41,-124.22,11.45,12.0,1020.0,-25200.0,10000.0,350.0,6.2
Aykhal,0.0,RU,1603590189.0,92.0,66.0,111.5,-14.0,-14.0,1015.0,32400.0,10000.0,260.0,3.0
Svetlaya,42.0,RU,1603590071.0,54.0,46.54,138.33,10.78,10.78,999.0,36000.0,10000.0,305.0,5.29
Charleston,75.0,US,1603590189.0,94.0,32.78,-79.93,22.45,23.33,1015.0,-14400.0,10000.0,127.0,3.27
Port Hedland,0.0,AU,1603590190.0,57.0,-20.32,118.57,27.0,27.0,1011.0,28800.0,10000.0,310.0,5.1
Santa Marta,100.0,CO,1603590190.0,80.0,11.24,-74.2,27.22,27.22,1011.0,-18000.0,10000.0,290.0,0.89
Mount Hagen,5.0,PG,1603590190.0,50.0,-5.86,144.23,24.95,24.95,1011.0,36000.0,10000.0,124.0,1.17
Bayburt,95.0,TR,1603590190.0,59.0,40.26,40.23,6.14,6.14,1019.0,10800.0,10000.0,211.0,0.35
Gryazi,40.0,RU,1603590190.0,93.0,52.5,39.94,9.0,9.0,1007.0,10800.0,4000.0,10.0,2.0
Laguna,1.0,US,1603590190.0,63.0,38.42,-121.42,17.37,18.33,1012.0,-25200.0,10000.0,0.0,3.1
Necochea,3.0,AR,1603590007.0,90.0,-38.55,-58.74,15.0,15.0,1003.0,-10800.0,10000.0,60.0,5.36
Itarema,0.0,BR,1603589893.0,82.0,-2.92,-39.92,26.21,26.21,1010.0,-10800.0,10000.0,92.0,6.26
Neiafu,90.0,TO,1603589894.0,94.0,-18.65,-173.98,25.0,25.0,1011.0,46800.0,10000.0,110.0,2.1
Sarkand,82.0,KZ,1603590191.0,66.0,45.41,79.92,1.94,1.94,1032.0,21600.0,10000.0,157.0,1.73
Atambua,84.0,ID,1603590191.0,48.0,-9.11,124.89,32.26,32.26,1011.0,28800.0,10000.0,340.0,2.22
Kaitangata,100.0,NZ,1603590143.0,61.0,-46.28,169.85,19.24,19.24,1007.0,46800.0,10000.0,331.0,3.93
Arawa,59.0,PG,1603590191.0,68.0,-6.21,155.54,30.21,30.21,1009.0,39600.0,10000.0,99.0,1.98
Socastee,1.0,US,1603589975.0,94.0,33.68,-79.0,21.67,23.0,1015.0,-14400.0,10000.0,110.0,1.5
Chigorodó,97.0,CO,1603590192.0,93.0,7.67,-76.68,22.82,22.82,1012.0,-18000.0,10000.0,177.0,2.31
Kloulklubed,75.0,PW,1603590192.0,74.0,7.04,134.26,30.0,30.0,1012.0,32400.0,10000.0,170.0,2.6
Ahipara,45.0,NZ,1603590192.0,64.0,-35.17,173.17,20.12,20.12,1024.0,46800.0,10000.0,19.0,3.06
Lázaro Cárdenas,3.0,MX,1603590192.0,89.0,17.96,-102.2,27.3,27.3,1011.0,-18000.0,10000.0,284.0,2.59
Raghunathpur,0.0,IN,1603590192.0,56.0,23.55,86.67,24.49,24.49,1012.0,19800.0,10000.0,278.0,1.99
Alice,1.0,US,1603590193.0,68.0,27.75,-98.07,19.55,21.0,1014.0,-18000.0,10000.0,90.0,2.1
Antibes,20.0,FR,1603590193.0,87.0,43.56,7.13,12.41,13.33,1016.0,3600.0,10000.0,340.0,4.1
Hobyo,98.0,SO,1603590020.0,80.0,5.35,48.53,26.19,26.19,1010.0,10800.0,10000.0,217.0,1.78
Saint-Paul,0.0,RE,1603590193.0,56.0,-21.01,55.27,18.26,22.0,1016.0,14400.0,10000.0,130.0,7.2
Ixtapa,90.0,MX,1603590173.0,79.0,20.7,-105.2,30.0,30.0,1010.0,-18000.0,10000.0,150.0,2.1
Kidal,0.0,ML,1603590194.0,17.0,18.44,1.41,24.68,24.68,1014.0,0.0,10000.0,68.0,4.16
Tomé,75.0,CL,1603590194.0,93.0,-36.62,-72.95,11.0,11.0,1021.0,-10800.0,10000.0,0.0,1.0
Sola,3.0,VU,1603590194.0,80.0,-13.88,167.55,26.98,26.98,1010.0,39600.0,10000.0,117.0,6.81
Valle Hermoso,90.0,MX,1603590194.0,83.0,25.67,-97.83,21.51,22.0,1015.0,-18000.0,10000.0,50.0,4.6
Cabadiangan,100.0,PH,1603590194.0,79.0,9.75,122.47,27.52,27.52,1009.0,28800.0,10000.0,253.0,4.57
Staraya Poltavka,100.0,RU,1603590194.0,81.0,50.48,46.48,13.12,13.12,1010.0,14400.0,10000.0,227.0,1.25
Tarauacá,85.0,BR,1603590195.0,65.0,-8.16,-70.77,27.41,27.41,1009.0,-18000.0,10000.0,350.0,1.46
Cairns,4.0,AU,1603589957.0,58.0,-16.92,145.77,29.79,30.56,1012.0,36000.0,10000.0,10.0,3.6
Lerwick,6.0,GB,1603590195.0,81.0,60.15,-1.15,10.0,10.0,982.0,0.0,10000.0,190.0,6.2
Riyadh,0.0,SA,1603590023.0,35.0,24.69,46.72,15.0,15.0,1017.0,10800.0,10000.0,80.0,1.05
Aranos,100.0,NA,1603590196.0,23.0,-24.13,19.12,24.86,24.86,1011.0,7200.0,10000.0,32.0,3.1
Kjøllefjord,100.0,NO,1603590197.0,85.0,70.95,27.35,2.12,2.12,1005.0,3600.0,10000.0,84.0,4.38
Dekar,16.0,BW,1603590197.0,29.0,-21.53,21.93,22.64,22.64,1011.0,7200.0,10000.0,31.0,2.94
Cayenne,0.0,GF,1603590197.0,83.0,4.93,-52.33,27.0,27.0,1011.0,-10800.0,10000.0,100.0,1.0
Abu Dhabi,0.0,AE,1603590086.0,36.0,24.47,54.37,25.13,26.0,1012.0,14400.0,10000.0,70.0,3.1
Casablanca,40.0,MA,1603590197.0,100.0,33.59,-7.62,16.47,18.89,1025.0,3600.0,10000.0,60.0,2.1
Qaqortoq,100.0,GL,1603590198.0,68.0,60.72,-46.03,-3.0,-3.0,1008.0,-10800.0,10000.0,0.0,0.5
Port Blair,67.0,IN,1603590198.0,72.0,11.67,92.75,28.37,28.37,1011.0,19800.0,10000.0,256.0,0.26
Batagay-Alyta,100.0,RU,1603590030.0,87.0,67.8,130.41,-10.76,-10.76,1021.0,32400.0,10000.0,206.0,2.16
Kahului,40.0,US,1603589911.0,49.0,20.89,-156.47,28.1,33.0,1012.0,-36000.0,10000.0,40.0,6.2
Waingapu,100.0,ID,1603590198.0,56.0,-9.66,120.26,30.83,30.83,1012.0,28800.0,10000.0,59.0,2.87
Hong Kong,99.0,HK,1603589969.0,65.0,22.29,114.16,22.49,24.44,1016.0,28800.0,10000.0,61.0,2.68
Švenčionys,58.0,LT,1603590199.0,94.0,55.15,26.17,8.29,8.29,1012.0,7200.0,10000.0,260.0,3.44
Vinh Yen,75.0,VN,1603590199.0,77.0,21.31,105.6,21.0,21.0,1015.0,25200.0,6000.0,310.0,2.6
Mīzan Teferī,0.0,ET,1603590199.0,83.0,6.98,35.58,16.24,16.24,1011.0,10800.0,10000.0,88.0,1.44
Longyearbyen,75.0,SJ,1603590199.0,79.0,78.22,15.64,-6.0,-6.0,1014.0,3600.0,10000.0,0.0,0.5
Dandong,100.0,CN,1603590199.0,45.0,40.13,124.39,11.11,11.11,1020.0,28800.0,10000.0,71.0,1.28
Khovd,0.0,MN,1603590200.0,69.0,48.01,91.64,-0.72,-0.72,1032.0,25200.0,10000.0,250.0,2.37
Kologriv,54.0,RU,1603590200.0,97.0,58.83,44.32,-0.34,-0.34,1008.0,10800.0,10000.0,229.0,1.58
Vardø,100.0,NO,1603589904.0,74.0,70.37,31.11,3.93,3.93,1004.0,3600.0,10000.0,77.0,8.21
Gravdal,22.0,NO,1603590200.0,76.0,68.12,13.5,4.43,4.43,1001.0,3600.0,10000.0,84.0,6.55
San Juan,0.0,AR,1603590103.0,46.0,-31.54,-68.54,23.55,23.55,1007.0,-10800.0,10000.0,185.0,2.37
Marzuq,0.0,YE,1603590163.0,31.0,14.4,46.47,15.68,15.68,1014.0,10800.0,10000.0,300.0,1.11
Fallon,20.0,US,1603590201.0,19.0,39.47,-118.78,18.16,20.0,1011.0,-25200.0,10000.0,355.0,0.28
Shitanjing,100.0,CN,1603590201.0,44.0,39.23,106.34,10.98,10.98,1020.0,28800.0,10000.0,261.0,1.38
Sālūr,13.0,IN,1603590201.0,62.0,18.53,83.22,25.28,25.28,1012.0,19800.0,10000.0,299.0,1.22
